"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Armenia","ARM","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.10748155953635","2.10748155953635","2.28310502283105","2.07235686687741","1.9669827889006","1.51036178433439","1.33473832103969","1.33473832103969","1.33473832103969","1.33473832103969","1.26448893572181","1.36986301369863","1.75623463294696","1.75623463294696","1.7913593256059","1.89673340358272","1.89673340358272","1.86160871092378","1.93537056550755","1.87565858798736","1.99157007376185","2.02669476642079","2.01264488935722","2.0231822971549","2.03723217421848","2.04074464348437","2.07586933614331","","",
"American Samoa","ASM","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","11.5","11.45","11.5","10","10","8.5","8.5","8.5","8.5","9","9.2","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","9.5","","",
"Antigua and Barbuda","ATG","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","","","","","","","","","","","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","2.27272727272727","","",
"Australia","AUS","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.0224941619046379","0.023231675409708","0.0234950730900902","0.0237057912343959","0.0238638298426253","0.0238111503065488","0.0237584707704724","0.0239165093787017","0.0242325865951603","0.0242325865951603","0.0247321765617068","0.0239511604597581","0.0231701443578095","0.0233003137081343","0.0226494669565104","0.0221287895552113","0.021738281504237","0.0214779428035875","0.0218684508545618","0.0218684508545618","0.0221287895552113","0.0221287895552113","0.0223891282558609","0.0223891282558609","0.0225192976061856","0.02290980565716","0.0214779428035875","0.0290277651224243","0.0230399750074847","0.0235606524087838","0.0226494669565104","0.0231701443578095","0.0242114991604077","0.0260338700649545","0.0264243781159288","0.0281165796701509","0.0298087812243729","0.0318914908295693","0.0351457245876886","0.0385301276961327","0.0416541921039272","0.0423050388555511","0.0436067323587988","0.0438670710594483","0.0442575791104227","0.0438670710594483","0.0527185868815329","0.0494513361883811","0.048084558009971","0.0674016895981672","0.0498678781094204","0.0462882209754891","0.0507920804967262","0.0451297137575986","0.0398708720044778","0.0417315607603724","0.0418615656225543","0.0431616142443727","","",
"Austria","AUT","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.787115524340034","0.787115524340034","0.787115524340034","0.811334463550496","0.823443933155728","0.84766287236619","0.84766287236619","0.859772341971422","1.15039961249697","1.15039961249697","1.13829014289174","1.13829014289174","1.18672802131267","1.18672802131267","1.18672802131267","1.18672802131267","1.18672802131267","1.18672802131267","1.1988374909179","1.1988374909179","1.1988374909179","1.1988374909179","0.932429159602809","0.932429159602809","0.932429159602809","0.896100750787115","0.896100750787115","0.896100750787115","0.896100750787115","0.956648098813272","0.956648098813272","0.84766287236619","0.956648098813272","0.920319689997578","0.944538629208041","0.920319689997578","0.883991281181884","0.871881811576653","0.859772341971422","0.859772341971422","0.859772341971422","0.859772341971422","0.859772341971422","0.799224993945265","0.799224993945265","0.823443933155728","0.823463876577297","0.802877279662864","0.802877279662864","0.790834554504608","0.790930342413488","0.790997407757347","0.792429511335135","0.792506331568169","0.793625787687833","0.810349006301503","0.810349006301503","0.810349006301503","","",
"Azerbaijan","AZE","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.72880541235565","3.73120876743935","3.70957857168607","3.71919199202086","3.1592102575195","3.13397502914068","3.00871323352429","2.86439755758418","2.86665456086193","2.74805094184301","2.73427098211044","2.73193631128103","2.69498742016644","2.67965158480523","2.67555695390685","2.71938423555894","2.75333728684328","2.74866258381545","2.75116144018583","2.74867526434223","2.79343802172808","2.78614548929941","2.82472206428511","2.86706265197247","2.91520503205516","2.98565241586219","3.08515014397367","","",
"Burundi","BDI","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","8.95638629283489","8.95638629283489","8.95638629283489","8.95638629283489","9.34579439252336","9.34579439252336","9.73520249221184","9.73520249221184","9.92990654205607","10.1246105919003","10.1246105919003","10.5140186915888","11.6822429906542","11.6822429906542","11.6822429906542","11.6822429906542","12.4610591900312","12.4610591900312","12.4610591900312","12.4610591900312","12.4610591900312","12.4610591900312","12.4610591900312","12.4610591900312","12.4610591900312","13.2398753894081","13.6292834890966","14.018691588785","14.018691588785","14.018691588785","14.018691588785","14.4080996884735","14.4080996884735","14.4080996884735","14.4080996884735","14.4080996884735","14.018691588785","14.018691588785","14.018691588785","14.018691588785","14.0965732087227","14.2133956386293","14.018691588785","14.797507788162","14.797507788162","15.5763239875389","15.5763239875389","15.5763239875389","15.5763239875389","15.5763239875389","15.5763239875389","13.6292834890966","13.6292834890966","13.6292834890966","13.6292834890966","13.6292834890966","13.6292834890966","13.6292834890966","","",
"Belgium","BEL","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","1.12736136502133","1.09689213893967","1.06642291285801","1.03595368677636","0.975015234613041","0.914076782449726","0.883607556368068","0.822669104204753","0.792199878123096","0.761730652041438","0.700792199878123","0.639853747714808","0.60938452163315","0.578915295551493","0.517976843388178","0.457038391224863","0.426569165143205","0.426569165143205","0.426569165143205","0.396099939061548","0.36563071297989","0.36563071297989","0.36563071297989","0.396099939061548","0.396099939061548","0.396099939061548","0.396099939061548","0.396099939061548","0.457038391224863","0.457038391224863","0.48750761730652","0.517976843388178","0.548446069469835","0.548446069469835","0.548446069469835","0.548446069469835","0.578915295551493","0.60938452163315","0.60938452163315","0.680317040951123","0.686922060766182","0.696829590488771","0.700132100396301","0.703434610303831","0.693527080581242","0.693527080581242","0.690224570673712","0.703434610303831","0.71334214002642","0.71664464993395","0.71664464993395","0.726552179656539","0.736459709379128","0.736459709379128","0.743064729194188","0.759577278731836","0.759577278731836","0.792602377807133","","",
"Benin","BEN","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.709471443774388","0.709471443774388","0.709471443774388","0.709471443774388","0.709471443774388","0.709471443774388","0.709471443774388","0.709471443774388","0.753813409010287","0.753813409010287","0.753813409010287","0.753813409010287","0.753813409010287","0.753813409010287","0.753813409010287","0.753813409010287","0.753813409010287","0.753813409010287","0.753813409010287","0.753813409010287","0.753813409010287","0.798155374246187","0.798155374246187","0.798155374246187","0.886839304717985","0.886839304717985","0.886839304717985","0.886839304717985","0.886839304717985","0.931181269953884","0.975523235189784","1.01986520042568","1.06420716566158","1.33025895707698","1.59631074849237","1.86236253990777","2.12841433132316","2.21709826179496","2.30578219226676","2.35012415750266","2.35012415750266","2.35012415750266","2.36786094359702","2.36786094359702","2.48315005321036","2.57183398368216","2.66051791415396","4.43419652358993","5.32103582830791","5.32103582830791","5.32103582830791","5.32103582830791","6.2078751330259","6.2078751330259","6.2078751330259","5.32103582830791","5.32103582830791","5.32103582830791","","",
"Burkina Faso","BFA","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.0548245614035088","0.0548245614035088","0.0548245614035088","0.0730994152046784","0.0730994152046784","0.0730994152046784","0.0730994152046784","0.0730994152046784","0.0730994152046784","0.0730994152046784","0.0730994152046784","0.0730994152046784","0.0730994152046784","0.0730994152046784","0.109649122807018","0.127923976608187","0.127923976608187","0.127923976608187","0.127923976608187","0.146198830409357","0.164473684210526","0.164473684210526","0.182748538011696","0.201023391812865","0.201023391812865","0.219298245614035","0.237573099415205","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.255847953216374","0.292397660818713","0.328947368421053","0.365497076023392","0.365497076023392","0.365497076023392","0.365497076023392","0.365497076023392","0.365497076023392","0.365497076023392","","",
"Bangladesh","BGD","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","2.11262195590382","2.15103326419298","2.11262195590382","2.15103326419298","1.99738803103634","1.93592993777368","1.93592993777368","1.8437427978797","2.0357993393255","1.99738803103634","1.98202350772067","1.98202350772067","1.98202350772067","1.98202350772067","1.99738803103634","1.99738803103634","1.99738803103634","2.012752554352","2.0357993393255","2.04348160098333","2.08957517093032","2.10493969424599","2.11262195590382","2.11262195590382","2.11262195590382","2.15103326419298","2.15103326419298","2.2278558807713","2.2278558807713","2.53514634708458","2.57355765537374","2.6119689636629","2.6119689636629","2.68879158024122","2.84243681339786","2.84243681339786","2.88084812168702","2.91925942997619","3.45701774602443","3.45701774602443","3.84113082891603","3.84113082891603","3.84113082891603","4.4557117615426","6.14580932626565","6.14580932626565","6.52992240915726","6.52992240915726","6.52992240915726","6.52992240915726","6.52992240915726","6.52992240915726","6.37627717600061","6.37627717600061","6.37627717600061","6.37627717600061","6.37627717600061","6.37627717600061","","",
"Bulgaria","BGR","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","3.3173641869294","3.47102955798608","3.55238181325138","3.5614209527253","3.57949923167314","3.59757751062099","3.68796890536021","3.65181234746452","3.58853837114707","3.48006869746","3.47102955798608","3.45295127903824","3.45295127903824","3.52526439482961","3.48910783693392","3.49814697640785","3.3987164421947","3.27216848955979","3.22697279219018","3.16369881587273","3.09138570008135","3.00099430534213","2.97387688692037","2.96483774744644","2.92868118955075","2.83828979481153","2.76597667902016","2.71174184217662","2.69366356322878","2.71174184217662","2.69366356322878","2.55807647111995","2.23266745005875","1.95245412636717","1.8439844526801","1.79878875531049","1.79878875531049","2.53095905269818","2.53999819217211","2.27786314742836","2.21458917111091","2.09558823529412","1.96745426128528","1.94005148951821","1.73048600883652","1.67541194881709","1.7401712549489","1.69413497836295","1.51989683124539","1.51068533529845","1.47383935151069","1.46462785556374","1.24355195283714","1.16985998526161","1.22973470891673","1.29882092851879","1.36413043478261","1.40935887988209","","",
"Bahrain","BHR","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","4.34782608695652","5.79710144927536","5.79710144927536","5.79710144927536","5.79710144927536","5.79710144927536","4.34782608695652","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","2.89855072463768","4.22535211267606","4.22535211267606","4.22535211267606","4.22535211267606","4.22535211267606","4.22535211267606","4.22535211267606","5.63380281690141","4.50704225352113","4.50704225352113","4.50704225352113","4.44444444444444","4.38356164383562","4.32432432432432","4.18918918918919","4","3.94736842105263","3.94736842105263","3.93700787401575","3.91134289439374","3.8961038961039","3.8961038961039","3.89105058365759","3.8560411311054","3.85109114249037","3.84615384615385","3.84615384615385","","",
"Bahamas, The","BHS","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.1998001998002","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","0.3996003996004","","",
"Bosnia and Herzegovina","BIH","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9296875","2.734375","2.5390625","2.44140625","2.34375","2.24609375","2.1484375","2.05078125","1.953125","1.89453125","1.875","1.85546875","1.90234375","1.85546875","1.875","1.85546875","1.7578125","1.9921875","2.05078125","1.9921875","2.05078125","2.0703125","2.0703125","2.05078125","2.03125","2.08984375","1.953125","","",
"Belarus","BLR","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.872608952869256","0.709919148097022","0.724709130349044","0.724709130349044","0.719779136265037","0.709919148097022","0.61131926641688","0.61131926641688","0.61131926641688","0.606389272332873","0.601488931617611","0.591628457328798","0.586756077116513","0.581767983039984","0.596352883193691","0.596352883193691","0.596352883193691","0.591657627452914","0.601281419418433","0.601251786506333","0.591395199842295","0.585979852938277","0.580372758938381","0.557695907930909","0.548308274380752","0.561604019902458","0.546851906591783","","",
"Belize","BLZ","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.263042525208242","0.306882946076282","0.306882946076282","0.306882946076282","0.306882946076282","0.306882946076282","0.306882946076282","0.438404208680403","0.482244629548444","0.657606313020605","0.745287154756686","0.876808417360807","1.09601052170101","1.18369136343709","1.35905304690925","1.49057430951337","1.49057430951337","1.49057430951337","1.49057430951337","1.49057430951337","1.49057430951337","1.57825515124945","1.53441473038141","1.49057430951337","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","1.40289346777729","","",
"Bermuda","BMU","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.136619588295024","0.134773377642389","0.127388535031847","0.126465429705529","0.129234745684483","0.126465429705529","0.129234745684483","0.125542324379212","0.123696113726576","0.122773008400258","0.132004061663436","0.125542324379212","0.120003692421305","0.121849903073941","0.11815748176867","0.100618480568633","0.0996953752423151","0.103387796547586","0.106157112526539","0.10984953383181","0.10984953383181","0.108926428505492","0.112618849810763","0.114465060463399","0.126465429705529","0.132004061663436","0.144927536231884","0.156927905474015","0.166158958737192","0.143081325579249","0.171697590695098","0.16708206406351","0.164312748084556","0.153235484168744","0.152312378842426","0.15046616818979","0.157851010800332","0.163389642758239","0.155081694821379","0.155081694821379","0.161543432105603","0.166158958737192","0.178159327979322","0.181851749284593","0.183697959937229","0.191082802547771","0.202160066463583","0.202160066463583","0.202160066463583","0.202160066463583","0.202160066463583","0.211391119726761","0.214160435705714","0.215083541032032","0.226160804947845","0.22800701560048","0.22800701560048","0.22800701560048","","",
"Brazil","BRA","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","0.935136286302933","0.934896998614524","0.934538067081911","0.934298779393501","0.934059491705092","0.933820204016683","0.933580916328274","0.933341628639865","0.933102340951456","0.955236452129301","0.964807959665667","0.974379467202033","0.984070618582603","0.993642126118969","1.00321363365533","1.05310511668864","1.10311624356615","1.15300772659946","1.20301885347697","1.25291033651028","1.2483638704305","1.24381740435073","1.23927093827096","1.23472447219118","1.18483298915787","1.16604890561776","1.14714517823343","1.12836109469332","1.10945736730899","1.09067328376888","1.07188920022876","1.05298547284444","1.03420138930432","1.01529766192","0.902353872990881","0.9473399584118","0.992326043832719","1.03731212925364","1.08229821467456","1.12728430009548","1.17227038551639","1.21725647093731","1.26224255635823","1.30722864177915","1.35221472720007","1.39732045646519","1.35460760408416","1.31201439554733","1.2693015431663","1.22658869078527","1.18399548224844","1.14128262986741","1.09868942133058","1.05597656894955","1.01326371656852","0.970670508031691","0.927933726881818","0.927957655650659","","",
"Barbados","BRB","Permanent cropland (% of land area)","AG.LND.CROP.ZS","","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","2.32558139534884","","",
